Date,Day of the Week,Time of the Day,Location,Reason
3/16/2023,Thursday,Morning,Home ,Daily Chores
3/16/2023,Thursday,Morning,Backyard,Personal Habit
3/16/2023,Thursday,Morning,Garden,Daily Morning Visit
3/16/2023,Thursday,Morning,Home,Breakfast
3/16/2023,Thursday,Morning,Home,Medicine
3/16/2023,Thursday,Morning,Fish Shop,Buy Fish to Cook
3/16/2023,Thursday,Morning,Home,Visit from Elder Daughter
3/16/2023,Thursday,Morning,Home,Visit from Son
3/16/2023,Thursday,Morning,Home,Almsgiving Ceremony - Memorizing Wife
3/16/2023,Thursday,Afternoon,Home,Almsgiving Ceremony - Memorizing Wife
3/16/2023,Thursday,Afternoon,Home,Helping Family
3/16/2023,Thursday,Afternoon,Home,Daily Chores
3/16/2023,Thursday,Afternoon,Home,Normal routine
3/16/2023,Thursday,Afternoon,Home,Lunch
3/16/2023,Thursday,Afternoon,Home,Medicine
3/16/2023,Thursday,Afternoon,Home,Daily Chores
3/16/2023,Thursday,Afternoon,Home,Visit from Elder Daughter
3/16/2023,Thursday,Afternoon,Home,Preparing to go to the temple
3/16/2023,Thursday,Afternoon,Garden,Fertilizing
3/16/2023,Thursday,Evening,Home,Sleep
3/16/2023,Thursday,Evening,Backyard,Personal Habit
3/16/2023,Thursday,Evening,Home,Daily Chores
3/16/2023,Thursday,Evening,Garden,Inspection
3/16/2023,Thursday,Evening,Home,Normal routine
3/16/2023,Thursday,Evening,Grocery Store,Buy Essentials
3/16/2023,Thursday,Evening,Temple,Preparing for Bodhi Pooja
3/16/2023,Thursday,Evening,Temple,Helping Family
3/16/2023,Thursday,Evening,Temple,Religious Rites
3/16/2023,Thursday,Evening,Temple,Bodhi Pooja
3/16/2023,Thursday,Night,Temple,Helping Family
3/16/2023,Thursday,Night,Temple,Religious Rites
3/16/2023,Thursday,Night,Temple,Bodhi Pooja
3/16/2023,Thursday,Night,Temple,Discussion With Thero
3/16/2023,Thursday,Night,Grocery Store,Buy Essentials
3/16/2023,Thursday,Night,Garden,Daily Evening Visit
3/16/2023,Thursday,Night,Home,Dinner
3/16/2023,Thursday,Night,Home,Medicine
3/16/2023,Thursday,Night,Home,Daily Chores
3/16/2023,Thursday,Night,Home,Sleep
3/17/2023,Friday,Morning,Home,Normal routine
3/17/2023,Friday,Morning,Home ,Daily Chores
3/17/2023,Friday,Morning,Backyard,Personal Habit
3/17/2023,Friday,Morning,Garden,Daily Morning Visit
3/17/2023,Friday,Morning,Home,Breakfast
3/17/2023,Friday,Morning,Home,Medicine
3/17/2023,Friday,Morning,Paddy Fields,Walking
3/17/2023,Friday,Morning,Paddy Fields,Relaxation
3/17/2023,Friday,Morning,,
3/17/2023,Friday,Afternoon,,
3/17/2023,Friday,Afternoon,Home,Daily Chores
3/17/2023,Friday,Afternoon,Home,Normal routine
3/17/2023,Friday,Afternoon,Home,Lunch
3/17/2023,Friday,Afternoon,Home,Medicine
3/17/2023,Friday,Afternoon,Home,Daily Chores
3/17/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
3/17/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
3/17/2023,Friday,Evening,Public Bus Stop,Waiting for a bus
3/17/2023,Friday,Evening,Garden,Inspection
3/17/2023,Friday,Evening,Garden,Fertilizing
3/17/2023,Friday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
3/17/2023,Friday,Evening,Home,Sleep
3/17/2023,Friday,Evening,Backyard,Personal Habit
3/17/2023,Friday,Evening,Home,Daily Chores
3/17/2023,Friday,Evening,Home,Normal routine
3/17/2023,Friday,Evening,Paddy Fields,Walking
3/17/2023,Friday,Evening,Garden,Daily Evening Visit
3/17/2023,Friday,Night,Home,Normal routine
3/17/2023,Friday,Night,,
3/17/2023,Friday,Night,,
3/17/2023,Friday,Night,,
3/17/2023,Friday,Night,,
3/17/2023,Friday,Night,,
3/17/2023,Friday,Night,Home,Dinner
3/17/2023,Friday,Night,Home,Medicine
3/17/2023,Friday,Night,Home,Daily Chores
3/17/2023,Friday,Night,Home,Sleep
3/18/2023,Saturday,Morning,Home,Normal routine
3/18/2023,Saturday,Morning,Home ,Daily Chores
3/18/2023,Saturday,Morning,Backyard,Personal Habit
3/18/2023,Saturday,Morning,Garden,Daily Morning Visit
3/18/2023,Saturday,Morning,Home,Breakfast
3/18/2023,Saturday,Morning,Home,Medicine
3/18/2023,Saturday,Morning,Bakery,Buy Bakery Items
3/18/2023,Saturday,Morning,Paddy Fields,Walking
3/18/2023,Saturday,Morning,Paddy Fields,Relaxation
3/18/2023,Saturday,Morning,,
3/18/2023,Saturday,Afternoon,,
3/18/2023,Saturday,Afternoon,,
3/18/2023,Saturday,Afternoon,Home,Daily Chores
3/18/2023,Saturday,Afternoon,Home,Normal routine
3/18/2023,Saturday,Afternoon,Home,Lunch
3/18/2023,Saturday,Afternoon,Home,Medicine
3/18/2023,Saturday,Afternoon,Home,Daily Chores
3/18/2023,Saturday,Afternoon,Paddy Fields,Walking
3/18/2023,Saturday,Afternoon,Paddy Fields,Relaxation
3/18/2023,Saturday,Afternoon,,
3/18/2023,Saturday,Evening,,
3/18/2023,Saturday,Evening,Garden,Inspection
3/18/2023,Saturday,Evening,Garden,Fertilizing
3/18/2023,Saturday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
3/18/2023,Saturday,Evening,Home,Sleep
3/18/2023,Saturday,Evening,Backyard,Personal Habit
3/18/2023,Saturday,Evening,Home,Daily Chores
3/18/2023,Saturday,Evening,Home,Normal routine
3/18/2023,Saturday,Evening,Paddy Fields,Walking
3/18/2023,Saturday,Evening,Bakery,Buy Bakery Items
3/18/2023,Saturday,Night,Garden,Inspection
3/18/2023,Saturday,Night,Garden,Fertilizing
3/18/2023,Saturday,Night,Home,Normal routine
3/18/2023,Saturday,Night,Garden,Inspection
3/18/2023,Saturday,Night,Garden,Fertilizing
3/18/2023,Saturday,Night,,
3/18/2023,Saturday,Night,Home,Dinner
3/18/2023,Saturday,Night,Home,Medicine
3/18/2023,Saturday,Night,Home,Daily Chores
3/18/2023,Saturday,Night,Home,Sleep
3/19/2023,Sunday,Morning,Home,Normal routine
3/19/2023,Sunday,Morning,Home ,Daily Chores
3/19/2023,Sunday,Morning,Backyard,Personal Habit
3/19/2023,Sunday,Morning,Garden,Daily Morning Visit
3/19/2023,Sunday,Morning,Home,Breakfast
3/19/2023,Sunday,Morning,Home,Medicine
3/19/2023,Sunday,Morning,Matara Public Bus Stand,Waiting for a bus
3/19/2023,Sunday,Morning,Matara Public Bus Stand,Waiting till bus to start the journey
3/19/2023,Sunday,Morning,Public Bus Stop,Waiting for a bus
3/19/2023,Sunday,Morning,Matara Weekly Fair,Buy Vegetables
3/19/2023,Sunday,Afternoon,Matara Weekly Fair,Buy Spices
3/19/2023,Sunday,Afternoon,Matara Fish Market,Buy Fish
3/19/2023,Sunday,Afternoon,Grocery Store,Buy essentials
3/19/2023,Sunday,Afternoon,Grocery Store,Buy News Paper
3/19/2023,Sunday,Afternoon,Home,Daily Chores
3/19/2023,Sunday,Afternoon,Home,Normal routine
3/19/2023,Sunday,Afternoon,Home,Lunch
3/19/2023,Sunday,Afternoon,Home,Medicine
3/19/2023,Sunday,Afternoon,Home,Daily Chores
3/19/2023,Sunday,Afternoon,Bank of Ceylon - Matara,Cash Withdrawal
3/19/2023,Sunday,Evening,Garden,Inspection
3/19/2023,Sunday,Evening,Garden,Fertilizing
3/19/2023,Sunday,Evening,Home,Sleep
3/19/2023,Sunday,Evening,Backyard,Personal Habit
3/19/2023,Sunday,Evening,Home,Daily Chores
3/19/2023,Sunday,Evening,Home,Normal routine
3/19/2023,Sunday,Evening,Home,Normal routine
3/19/2023,Sunday,Evening,Garden,Daily Evening Visit
3/19/2023,Sunday,Evening,Elderly Society,Weekly Assembly
3/19/2023,Sunday,Night,Elderly Society,Weekly Assembly
3/19/2023,Sunday,Night,Elderly Society,Weekly Assembly
3/19/2023,Sunday,Night,Elderly Society,Weekly Assembly
3/19/2023,Sunday,Night,,
3/19/2023,Sunday,Night,,
3/19/2023,Sunday,Night,Nearby Restaurant,Buy Food
3/19/2023,Sunday,Night,Home,Dinner
3/19/2023,Sunday,Night,Home,Medicine
3/19/2023,Sunday,Night,Home,Daily Chores
3/19/2023,Sunday,Night,Home,Sleep
3/20/2023,Monday,Morning,Home,Normal routine
3/20/2023,Monday,Morning,Home ,Daily Chores
3/20/2023,Monday,Morning,Backyard,Personal Habit
3/20/2023,Monday,Morning,Garden,Daily Morning Visit
3/20/2023,Monday,Morning,Home,Breakfast
3/20/2023,Monday,Morning,Home,Medicine
3/20/2023,Monday,Morning,Fish Shop,Buy Fish to Cook
3/20/2023,Monday,Morning,Meat Shop,Buy Meat to Cook
3/20/2023,Monday,Morning,Paddy Fields,Walking
3/20/2023,Monday,Morning,Paddy Fields,Relaxation
3/20/2023,Monday,Afternoon,,
3/20/2023,Monday,Afternoon,,
3/20/2023,Monday,Afternoon,Home,Daily Chores
3/20/2023,Monday,Afternoon,Home,Normal routine
3/20/2023,Monday,Afternoon,Home,Lunch
3/20/2023,Monday,Afternoon,Home,Medicine
3/20/2023,Monday,Afternoon,Home,Daily Chores
3/20/2023,Monday,Afternoon,,
3/20/2023,Monday,Afternoon,,
3/20/2023,Monday,Afternoon,,
3/20/2023,Monday,Evening,Fgarden,Inspection
3/20/2023,Monday,Evening,Garden,Fertilizing
3/20/2023,Monday,Evening,Home,Sleep
3/20/2023,Monday,Evening,Backyard,Personal Habit
3/20/2023,Monday,Evening,Home,Daily Chores
3/20/2023,Monday,Evening,Home,Normal routine
3/20/2023,Monday,Evening,Home,Normal routine
3/20/2023,Monday,Evening,Garden,Daily Evening Visit
3/20/2023,Monday,Evening,Dispensary,Grandson is ill
3/20/2023,Monday,Evening,Dispensary,Get medicine for grandson
3/20/2023,Monday,Night,Dispensary,Get medicine for grandson
3/20/2023,Monday,Night,Dispensary,Grandson is ill
3/20/2023,Monday,Night,Pharmacy 1,Buy Medicine
3/20/2023,Monday,Night,,
3/20/2023,Monday,Night,Home,Dinner
3/20/2023,Monday,Night,Home,Medicine
3/20/2023,Monday,Night,Home,Daily Chores
3/20/2023,Monday,Night,Home,Sleep
3/21/2023,Tuesday,Morning,Home,Normal routine
3/21/2023,Tuesday,Morning,Home ,Daily Chores
3/21/2023,Tuesday,Morning,Backyard,Personal Habit
3/21/2023,Tuesday,Morning,Garden,Daily Morning Visit
3/21/2023,Tuesday,Morning,Home,Breakfast
3/21/2023,Tuesday,Morning,Home,Medicine
3/21/2023,Tuesday,Morning,Paddy Fields,Walking
3/21/2023,Tuesday,Morning,Paddy Fields,Relaxation
3/21/2023,Tuesday,Morning,,
3/21/2023,Tuesday,Morning,,
3/21/2023,Tuesday,Afternoon,,
3/21/2023,Tuesday,Afternoon,,
3/21/2023,Tuesday,Afternoon,Home,Daily Chores
3/21/2023,Tuesday,Afternoon,Home,Normal routine
3/21/2023,Tuesday,Afternoon,Home,Lunch
3/21/2023,Tuesday,Afternoon,Home,Medicine
3/21/2023,Tuesday,Afternoon,Home,Daily Chores
3/21/2023,Tuesday,Afternoon,,
3/21/2023,Tuesday,Afternoon,,
3/21/2023,Tuesday,Afternoon,,
3/21/2023,Tuesday,Evening,Paddy Fields,Walking
3/21/2023,Tuesday,Evening,Paddy Fields,Relaxation
3/21/2023,Tuesday,Evening,Garden,Inspection
3/21/2023,Tuesday,Evening,Garden,Fertilizing
3/21/2023,Tuesday,Evening,Home,Sleep
3/21/2023,Tuesday,Evening,Backyard,Personal Habit
3/21/2023,Tuesday,Evening,Home,Daily Chores
3/21/2023,Tuesday,Evening,Home,Normal routine
3/21/2023,Tuesday,Evening,Home,Normal routine
3/21/2023,Tuesday,Evening,Garden,Daily Evening Visit
3/21/2023,Tuesday,Night,Home,Normal routine
3/21/2023,Tuesday,Night,,
3/21/2023,Tuesday,Night,,
3/21/2023,Tuesday,Night,,
3/21/2023,Tuesday,Night,,
3/21/2023,Tuesday,Night,,
3/21/2023,Tuesday,Night,Home,Dinner
3/21/2023,Tuesday,Night,Home,Medicine
3/21/2023,Tuesday,Night,Home,Daily Chores
3/21/2023,Tuesday,Night,Home,Sleep
3/22/2023,Wednesday,Morning,Home,Normal routine
3/22/2023,Wednesday,Morning,Home ,Daily Chores
3/22/2023,Wednesday,Morning,Backyard,Personal Habit
3/22/2023,Wednesday,Morning,Garden,Daily Morning Visit
3/22/2023,Wednesday,Morning,Home,Breakfast
3/22/2023,Wednesday,Morning,Home,Medicine
3/22/2023,Wednesday,Morning,Home,Visit from Elder Daughter
3/22/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
3/22/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
3/22/2023,Wednesday,Morning,Matara Public Bus Stand,Waiting for a bus
3/22/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
3/22/2023,Wednesday,Afternoon,Vegetables Shop,Buy Vegetables
3/22/2023,Wednesday,Afternoon,Home,Daily Chores
3/22/2023,Wednesday,Afternoon,Home,Normal routine
3/22/2023,Wednesday,Afternoon,Home,Lunch
3/22/2023,Wednesday,Afternoon,Home,Medicine
3/22/2023,Wednesday,Afternoon,Home,Daily Chores
3/22/2023,Wednesday,Afternoon,Rahula College - Matara,Pickup Grandson
3/22/2023,Wednesday,Afternoon,Public Bus Stop,Waiting for a bus
3/22/2023,Wednesday,Evening,Public Bus Stop,Waiting for a bus
3/22/2023,Wednesday,Evening,Garden,Inspection
3/22/2023,Wednesday,Evening,Garden,Fertilizing
3/22/2023,Wednesday,Evening,Home,Sleep
3/22/2023,Wednesday,Evening,Backyard,Personal Habit
3/22/2023,Wednesday,Evening,Home,Daily Chores
3/22/2023,Wednesday,Evening,Home,Normal routine
3/22/2023,Wednesday,Evening,Paddy Fields,Walking
3/22/2023,Wednesday,Evening,Paddy Fields,Relaxation
3/22/2023,Wednesday,Night,Home,Normal routine
3/22/2023,Wednesday,Night,Garden,Daily Evening Visit
3/22/2023,Wednesday,Night,,
3/22/2023,Wednesday,Night,,
3/22/2023,Wednesday,Night,Home,Dinner
3/22/2023,Wednesday,Night,Home,Medicine
3/22/2023,Wednesday,Night,Home,Daily Chores
3/22/2023,Wednesday,Night,Home,Sleep
3/23/2023,Thursday,Morning,Home,Normal routine
3/23/2023,Thursday,Morning,Home ,Daily Chores
3/23/2023,Thursday,Morning,Backyard,Personal Habit
3/23/2023,Thursday,Morning,Garden,Daily Morning Visit
3/23/2023,Thursday,Morning,Home,Breakfast
3/23/2023,Thursday,Morning,Home,Medicine
3/23/2023,Thursday,Morning,Paddy Fields,Relaxation
3/23/2023,Thursday,Morning,Paddy Fields,Walking
3/23/2023,Thursday,Morning,,
3/23/2023,Thursday,Afternoon,,
3/23/2023,Thursday,Afternoon,Restaurant - Hiriketiya,Buy Food
3/23/2023,Thursday,Afternoon,Home,Daily Chores
3/23/2023,Thursday,Afternoon,Home,Normal routine
3/23/2023,Thursday,Afternoon,Home,Lunch
3/23/2023,Thursday,Afternoon,Home,Medicine
3/23/2023,Thursday,Afternoon,Home,Daily Chores
3/23/2023,Thursday,Afternoon,,
3/23/2023,Thursday,Afternoon,,
3/23/2023,Thursday,Afternoon,,
3/23/2023,Thursday,Evening,Bakery,Buy Bakery Items
3/23/2023,Thursday,Evening,Garden,Inspection
3/23/2023,Thursday,Evening,Garden,Fertilizing
3/23/2023,Thursday,Evening,Home,Sleep
3/23/2023,Thursday,Evening,Backyard,Personal Habit
3/23/2023,Thursday,Evening,Home,Daily Chores
3/23/2023,Thursday,Evening,Home,Normal routine
3/23/2023,Thursday,Evening,Paddy Fields,Walking
3/23/2023,Thursday,Evening,Paddy Fields,Relaxation
3/23/2023,Thursday,Evening,Garden,Daily Evening Visit
3/23/2023,Thursday,Night,Home,Normal routine
3/23/2023,Thursday,Night,,
3/23/2023,Thursday,Night,,
3/23/2023,Thursday,Night,,
3/23/2023,Thursday,Night,,
3/23/2023,Thursday,Night,,
3/23/2023,Thursday,Night,Home,Dinner
3/23/2023,Thursday,Night,Home,Medicine
3/23/2023,Thursday,Night,Home,Daily Chores
3/23/2023,Thursday,Night,Home,Sleep
3/24/2023,Friday,Morning,Home,Normal routine
3/24/2023,Friday,Morning,Home ,Daily Chores
3/24/2023,Friday,Morning,Backyard,Personal Habit
3/24/2023,Friday,Morning,Garden,Daily Morning Visit
3/24/2023,Friday,Morning,Home,Breakfast
3/24/2023,Friday,Morning,Home,Medicine
3/24/2023,Friday,Morning,Bakery,Buy Bakery Items
3/24/2023,Friday,Morning,Brother's House,Brother is ill
3/24/2023,Friday,Morning,Brother's House,Ask about health and well-being
3/24/2023,Friday,Morning,Brother's House,Casual Visit
3/24/2023,Friday,Afternoon,Brother's House,Brother is ill
3/24/2023,Friday,Afternoon,Brother's House,Ask about health and well-being
3/24/2023,Friday,Afternoon,Brother's House,Casual Visit
3/24/2023,Friday,Afternoon,Home,Daily Chores
3/24/2023,Friday,Afternoon,Home,Normal routine
3/24/2023,Friday,Afternoon,Home,Lunch
3/24/2023,Friday,Afternoon,Home,Medicine
3/24/2023,Friday,Afternoon,Home,Daily Chores
3/24/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
3/24/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
3/24/2023,Friday,Evening,Public Bus Stop,Waiting for a bus
3/24/2023,Friday,Evening,Garden,Inspection
3/24/2023,Friday,Evening,Garden,Fertilizing
3/24/2023,Friday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
3/24/2023,Friday,Evening,Home,Sleep
3/24/2023,Friday,Evening,Backyard,Personal Habit
3/24/2023,Friday,Evening,Home,Daily Chores
3/24/2023,Friday,Evening,Home,Normal routine
3/24/2023,Friday,Evening,Paddy Fields,Walking
3/24/2023,Friday,Evening,Paddy Fields,Relaxation
3/24/2023,Friday,Night,Home,Normal routine
3/24/2023,Friday,Night,Garden,Daily Evening Visit
3/24/2023,Friday,Night,,
3/24/2023,Friday,Night,Nearby Restaurant,Buy Food
3/24/2023,Friday,Night,Home,Dinner
3/24/2023,Friday,Night,Home,Medicine
3/24/2023,Friday,Night,Home,Daily Chores
3/24/2023,Friday,Night,Home,Sleep
3/25/2023,Saturday,Morning,Home,Normal routine
3/25/2023,Saturday,Morning,Home ,Daily Chores
3/25/2023,Saturday,Morning,Backyard,Personal Habit
3/25/2023,Saturday,Morning,Garden,Daily Morning Visit
3/25/2023,Saturday,Morning,Home,Breakfast
3/25/2023,Saturday,Morning,Home,Medicine
3/25/2023,Saturday,Morning,Brother's House,Brother is ill
3/25/2023,Saturday,Morning,Brother's House,Ask about health and well-being
3/25/2023,Saturday,Morning,Brother's House,Casual Visit
3/25/2023,Saturday,Morning,Brother's House,Brother is ill
3/25/2023,Saturday,Afternoon,Brother's House,Ask about health and well-being
3/25/2023,Saturday,Afternoon,Brother's House,Casual Visit
3/25/2023,Saturday,Afternoon,Home,Daily Chores
3/25/2023,Saturday,Afternoon,Home,Normal routine
3/25/2023,Saturday,Afternoon,Home,Lunch
3/25/2023,Saturday,Afternoon,Home,Medicine
3/25/2023,Saturday,Afternoon,Home,Daily Chores
3/25/2023,Saturday,Afternoon,Neighbour 1 House,Friendly Visit
3/25/2023,Saturday,Evening,Neighbour 1 House,Friendly Visit
3/25/2023,Saturday,Evening,Garden,Inspection
3/25/2023,Saturday,Evening,Garden,Fertilizing
3/25/2023,Saturday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
3/25/2023,Saturday,Evening,Home,Sleep
3/25/2023,Saturday,Evening,Backyard,Personal Habit
3/25/2023,Saturday,Evening,Home,Daily Chores
3/25/2023,Saturday,Evening,Home,Normal routine
3/25/2023,Saturday,Evening,Paddy Fields,Walking
3/25/2023,Saturday,Evening,Paddy Fields,Relaxation
3/25/2023,Saturday,Night,Home,Normal routine
3/25/2023,Saturday,Night,Garden,Daily Evening Visit
3/25/2023,Saturday,Night,Garden,Inspection
3/25/2023,Saturday,Night,Garden,Fertilizing
3/25/2023,Saturday,Night,,
3/25/2023,Saturday,Night,,
3/25/2023,Saturday,Night,Home,Dinner
3/25/2023,Saturday,Night,Home,Medicine
3/25/2023,Saturday,Night,Home,Daily Chores
3/25/2023,Saturday,Night,Home,Sleep
3/26/2023,Sunday,Morning,Home,Normal routine
3/26/2023,Sunday,Morning,Home ,Daily Chores
3/26/2023,Sunday,Morning,Backyard,Personal Habit
3/26/2023,Sunday,Morning,Garden,Daily Morning Visit
3/26/2023,Sunday,Morning,Home,Breakfast
3/26/2023,Sunday,Morning,Home,Medicine
3/26/2023,Sunday,Morning,Grocery Store,Buy News Paper
3/26/2023,Sunday,Morning,Brother's House,Brother is ill
3/26/2023,Sunday,Morning,Brother's House,Ask about health and well-being
3/26/2023,Sunday,Morning,Brother's House,Casual Visit
3/26/2023,Sunday,Afternoon,Brother's House,Brother is ill
3/26/2023,Sunday,Afternoon,Brother's House,Ask about health and well-being
3/26/2023,Sunday,Afternoon,Brother's House,Casual Visit
3/26/2023,Sunday,Afternoon,Sunday School,Pick up Grand Son
3/26/2023,Sunday,Afternoon,Home,Daily Chores
3/26/2023,Sunday,Afternoon,Home,Normal routine
3/26/2023,Sunday,Afternoon,Home,Lunch
3/26/2023,Sunday,Afternoon,Home,Medicine
3/26/2023,Sunday,Afternoon,Home,Daily Chores
3/26/2023,Sunday,Evening,Garden,Inspection
3/26/2023,Sunday,Evening,Garden,Fertilizing
3/26/2023,Sunday,Evening,Home,Sleep
3/26/2023,Sunday,Evening,Backyard,Personal Habit
3/26/2023,Sunday,Evening,Home,Daily Chores
3/26/2023,Sunday,Evening,Home,Normal routine
3/26/2023,Sunday,Evening,Paddy Fields,Walking
3/26/2023,Sunday,Evening,Paddy Fields,Relaxation
3/26/2023,Sunday,Evening,Elderly Society,Weekly Assembly
3/26/2023,Sunday,Night,Elderly Society,Weekly Assembly
3/26/2023,Sunday,Night,Home,Normal routine
3/26/2023,Sunday,Night,Garden,Daily Evening Visit
3/26/2023,Sunday,Night,,
3/26/2023,Sunday,Night,,
3/26/2023,Sunday,Night,Bakery,Buy Bakery Items
3/26/2023,Sunday,Night,Home,Dinner
3/26/2023,Sunday,Night,Home,Medicine
3/26/2023,Sunday,Night,Home,Daily Chores
3/26/2023,Sunday,Night,Home,Sleep
3/27/2023,Monday,Morning,Home,Normal routine
3/27/2023,Monday,Morning,Home ,Daily Chores
3/27/2023,Monday,Morning,Backyard,Personal Habit
3/27/2023,Monday,Morning,Garden,Daily Morning Visit
3/27/2023,Monday,Morning,Home,Breakfast
3/27/2023,Monday,Morning,Home,Medicine
3/27/2023,Monday,Morning,Brother's House,Brother is ill
3/27/2023,Monday,Morning,Brother's House,Ask about health and well-being
3/27/2023,Monday,Morning,Brother's House,Casual Visit
3/27/2023,Monday,Morning,Brother's House,Brother is ill
3/27/2023,Monday,Afternoon,Brother's House,Ask about health and well-being
3/27/2023,Monday,Afternoon,Brother's House,Casual Visit
3/27/2023,Monday,Afternoon,Home,Daily Chores
3/27/2023,Monday,Afternoon,Home,Normal routine
3/27/2023,Monday,Afternoon,Home,Lunch
3/27/2023,Monday,Afternoon,Home,Medicine
3/27/2023,Monday,Afternoon,Home,Daily Chores
3/27/2023,Monday,Afternoon,Neighbour 2 House,Friendly Visit
3/27/2023,Monday,Evening,Neighbour 2 House,Friendly Visit
3/27/2023,Monday,Evening,Garden,Inspection
3/27/2023,Monday,Evening,Garden,Fertilizing
3/27/2023,Monday,Evening,Home,Sleep
3/27/2023,Monday,Evening,Backyard,Personal Habit
3/27/2023,Monday,Evening,Home,Daily Chores
3/27/2023,Monday,Evening,Home,Normal routine
3/27/2023,Monday,Evening,Paddy Fields,Walking
3/27/2023,Monday,Evening,Paddy Fields,Relaxation
3/27/2023,Monday,Night,Home,Normal routine
